i,X,Y,Z
482,65319 , 65329 , 65481
483,65329 , 65390 , 65483
484,65321 , 65396 , 65484
485,65321 , 65396 , 65484
486,65314 , 65401 , 65485
487,65314 , 65401 , 65485
488,65278 , 65396 , 65490
489,65277 , 65395 , 65490
490,65277 , 65395 , 65490
491,65276 , 65395 , 65491
492,65276 , 65395 , 65491
493,65272 , 65392 , 65492
494,65272 , 65392 , 65491
495,65272 , 65392 , 65491
496,65272 , 65392 , 65492
497,65272 , 65392 , 65492
498,65271 , 65392 , 65491
499,65272 , 65391 , 65492
500,65272 , 65391 , 65492
501,65271 , 65392 , 65492
502,65272 , 65392 , 65491
503,65270 , 65393 , 65491
504,65271 , 65392 , 65492
505,65271 , 65392 , 65492
506,65271 , 65392 , 65492
507,65272 , 65393 , 65492
508,65272 , 65391 , 65491
509,65272 , 65392 , 65492
510,65272 , 65392 , 65492
511,65272 , 65391 , 65492
512,65271 , 65392 , 65492
513,65272 , 65392 , 65492
514,65271 , 65391 , 65492
515,65271 , 65391 , 65492
516,65270 , 65393 , 65491
517,65271 , 65393 , 65492
518,65271 , 65392 , 65493
519,65270 , 65392 , 65492
520,65271 , 65393 , 65493
521,65271 , 65393 , 65493
522,65271 , 65392 , 65492
523,65272 , 65392 , 65490
524,65271 , 65392 , 65492
525,65271 , 65392 , 65492
526,65271 , 65392 , 65492
527,65272 , 65392 , 65492
528,65272 , 65391 , 65491
529,65271 , 65392 , 65491
530,65272 , 65392 , 65491
531,65272 , 65392 , 65491
532,65271 , 65391 , 65491
533,65271 , 65392 , 65492
534,65270 , 65392 , 65492
535,65272 , 65392 , 65493
536,65272 , 65392 , 65493
537,65272 , 65391 , 65493
538,65271 , 65392 , 65492
539,65271 , 65392 , 65492
540,65272 , 65393 , 65492
541,65272 , 65393 , 65492
542,65271 , 65391 , 65492
543,65271 , 65392 , 65492
544,65271 , 65392 , 65492
545,65270 , 65391 , 65492
546,65270 , 65391 , 65492
547,65271 , 65391 , 65492
548,65273 , 65392 , 65492
549,65273 , 65392 , 65492
550,65272 , 65392 , 65492
551,65272 , 65392 , 65492
552,65272 , 65393 , 65492
553,65272 , 65393 , 65492
554,65272 , 65393 , 65492
555,65272 , 65393 , 65492
556,65272 , 65391 , 65492
557,65272 , 65391 , 65492
558,65272 , 65392 , 65491
559,65272 , 65392 , 65491
560,65272 , 65392 , 65491
561,65271 , 65391 , 65492
562,65271 , 65391 , 65492
563,65271 , 65392 , 65492
564,65271 , 65392 , 65492
565,65272 , 65392 , 65492
566,65272 , 65392 , 65492
567,65272 , 65392 , 65492
568,65271 , 65392 , 65492
569,65271 , 65392 , 65492
570,65271 , 65392 , 65492
571,65271 , 65392 , 65492
572,65271 , 65392 , 65492
573,65272 , 65393 , 65492
574,65272 , 65393 , 65492
575,65272 , 65392 , 65491
576,65272 , 65393 , 65492
577,65272 , 65393 , 65492
